HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text,Answer.sentiment.label,Approve,Reject
35U0MRQMUI6FS77C406ORVR1R7NOVW,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,3TPWUS5F890TLR88U77V7HBKZQLCWS,A3IDU0PGLK1H1F,Submitted,Tue Feb 25 15:56:55 PST 2020,Tue Feb 25 15:57:14 PST 2020,Thu Feb 27 15:57:14 PST 2020,,,,19,0% (0/0),0% (0/0),0% (0/0),A pilot who crashed on top of a New York City high rise building was did not know where he way and was flying in and out of clouds just before the accident,Conservative,,
329E6HTMSV1CQ7KEMY8P1JI9GIL3KV,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,304SM51WA33H45ZTW21ZZ82HBSSBS8,A317G7X02QTEM0,Submitted,Tue Feb 25 16:29:47 PST 2020,Tue Feb 25 16:29:50 PST 2020,Thu Feb 27 16:29:50 PST 2020,,,,3,0% (0/0),0% (0/0),0% (0/0),A recent poll shows former Vice President Joe Biden  D  is the favored candidate among black vote,Conservative,,
329E6HTMSV1CQ7KEMY8P1JI9GIL3KV,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,34X6J5FLPTXB98ISSQPB2W6T19GJQC,A3SD02HCW68EUL,Submitted,Tue Feb 25 16:28:58 PST 2020,Tue Feb 25 16:29:08 PST 2020,Thu Feb 27 16:29:08 PST 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),A recent poll shows former Vice President Joe Biden  D  is the favored candidate among black vote,Liberal,,
329E6HTMSV1CQ7KEMY8P1JI9GIL3KV,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,3HRMW88U16PDMNJEEP8O3I7SSZAM0I,ABL3H3O3BI8ZD,Submitted,Tue Feb 25 16:01:37 PST 2020,Tue Feb 25 16:01:46 PST 2020,Thu Feb 27 16:01:46 PST 2020,,,,9,0% (0/0),0% (0/0),0% (0/0),A recent poll shows former Vice President Joe Biden  D  is the favored candidate among black vote,Liberal,,
329E6HTMSV1CQ7KEMY8P1JI9GIL3KV,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,3PS7W85Z8Z1ZVCXBNISTI73DPB1T93,A34X181R1XM7CI,Submitted,Tue Feb 25 16:11:23 PST 2020,Tue Feb 25 16:11:28 PST 2020,Thu Feb 27 16:11:28 PST 2020,,,,5,0% (0/0),0% (0/0),0% (0/0),A recent poll shows former Vice President Joe Biden  D  is the favored candidate among black vote,Liberal,,
329E6HTMSV1CQ7KEMY8P1JI9GIL3KV,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,3QAVNHZ3EM3PHIZB6F42SB4G1GYALX,A3JLE2LJ5I17E2,Submitted,Tue Feb 25 16:16:04 PST 2020,Tue Feb 25 16:16:07 PST 2020,Thu Feb 27 16:16:07 PST 2020,,,,3,0% (0/0),0% (0/0),0% (0/0),A recent poll shows former Vice President Joe Biden  D  is the favored candidate among black vote,Liberal,,
3E9VAUV7BVD7UX8GZSOQXZBQK7LYAG,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,32EYX73OY08KZP8MH4IPEOP9EBDURH,A2ZRL1ZWWXJ0L7,Submitted,Tue Feb 25 16:04:44 PST 2020,Tue Feb 25 16:05:08 PST 2020,Thu Feb 27 16:05:08 PST 2020,,,,24,0% (0/0),0% (0/0),0% (0/0),The attack showed that no part of the country is immune to the potential for violence fueled by anti immigrant hatred,Liberal,,
3E9VAUV7BVD7UX8GZSOQXZBQK7LYAG,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,37ZHEEHM6WLQICBOT6OIMY890M137L,AKYB1OF86LOZV,Submitted,Tue Feb 25 16:17:22 PST 2020,Tue Feb 25 16:17:32 PST 2020,Thu Feb 27 16:17:32 PST 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),The attack showed that no part of the country is immune to the potential for violence fueled by anti immigrant hatred,Liberal,,
3E9VAUV7BVD7UX8GZSOQXZBQK7LYAG,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,3FQ5JJ512LNLHVBIUJX6ZHB1BNRNKQ,A2XK59FYAFO9EX,Submitted,Tue Feb 25 16:08:15 PST 2020,Tue Feb 25 16:08:27 PST 2020,Thu Feb 27 16:08:27 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),The attack showed that no part of the country is immune to the potential for violence fueled by anti immigrant hatred,Liberal,,
3E9VAUV7BVD7UX8GZSOQXZBQK7LYAG,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,3HOSI13XHZN4HDEVD8XGZZ4HDASDDL,AKMURQ1WQN9CX,Submitted,Tue Feb 25 16:08:21 PST 2020,Tue Feb 25 16:08:28 PST 2020,Thu Feb 27 16:08:28 PST 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),The attack showed that no part of the country is immune to the potential for violence fueled by anti immigrant hatred,Conservative,,
3E9VAUV7BVD7UX8GZSOQXZBQK7LYAG,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,3NJM2BJS4W531IB7ILT0FN3O6TIPCA,ABL3H3O3BI8ZD,Submitted,Tue Feb 25 16:04:25 PST 2020,Tue Feb 25 16:04:31 PST 2020,Thu Feb 27 16:04:31 PST 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),The attack showed that no part of the country is immune to the potential for violence fueled by anti immigrant hatred,Conservative,,
3IZPORCT1E8D7J48R36O6P5XUFWRHI,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,36TFCYNS449ZRZOEQ4HIKRM7LKYHX1,A317G7X02QTEM0,Submitted,Tue Feb 25 16:17:04 PST 2020,Tue Feb 25 16:17:07 PST 2020,Thu Feb 27 16:17:07 PST 2020,,,,3,0% (0/0),0% (0/0),0% (0/0),A religious group in South Korea has been identified as a coronavirus hotbed officials say amid a sharp rise in confirmed cases in the country  The infections among members of the Shincheonji Church of Jesus the Temple of the Tabernacle of the Testimony  Shincheonji  are linked to one woman  The sect in the city of Daegu accounts for 30 of 53 new cases with officials warning of an unprecedented crisis  South Korea also confirmed its first death from the virus named Covid 19,Conservative,,
3IZPORCT1E8D7J48R36O6P5XUFWRHI,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,38F5OAUN5NB5CKIN8RDKQS9JJRJ7HW,A3JLE2LJ5I17E2,Submitted,Tue Feb 25 16:15:27 PST 2020,Tue Feb 25 16:15:31 PST 2020,Thu Feb 27 16:15:31 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),A religious group in South Korea has been identified as a coronavirus hotbed officials say amid a sharp rise in confirmed cases in the country  The infections among members of the Shincheonji Church of Jesus the Temple of the Tabernacle of the Testimony  Shincheonji  are linked to one woman  The sect in the city of Daegu accounts for 30 of 53 new cases with officials warning of an unprecedented crisis  South Korea also confirmed its first death from the virus named Covid 19,Liberal,,
3IZPORCT1E8D7J48R36O6P5XUFWRHI,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,3JNQLM5FT4L0CF47T0BNMTLIPS5L20,ABL3H3O3BI8ZD,Submitted,Tue Feb 25 16:08:25 PST 2020,Tue Feb 25 16:08:29 PST 2020,Thu Feb 27 16:08:29 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),A religious group in South Korea has been identified as a coronavirus hotbed officials say amid a sharp rise in confirmed cases in the country  The infections among members of the Shincheonji Church of Jesus the Temple of the Tabernacle of the Testimony  Shincheonji  are linked to one woman  The sect in the city of Daegu accounts for 30 of 53 new cases with officials warning of an unprecedented crisis  South Korea also confirmed its first death from the virus named Covid 19,Neutral,,
3IZPORCT1E8D7J48R36O6P5XUFWRHI,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,3WRFBPLXRANFLX3B9D57IVUZ017N3H,A2RIU4E5VEJSCJ,Submitted,Tue Feb 25 16:26:24 PST 2020,Tue Feb 25 16:26:46 PST 2020,Thu Feb 27 16:26:46 PST 2020,,,,22,0% (0/0),0% (0/0),0% (0/0),A religious group in South Korea has been identified as a coronavirus hotbed officials say amid a sharp rise in confirmed cases in the country  The infections among members of the Shincheonji Church of Jesus the Temple of the Tabernacle of the Testimony  Shincheonji  are linked to one woman  The sect in the city of Daegu accounts for 30 of 53 new cases with officials warning of an unprecedented crisis  South Korea also confirmed its first death from the virus named Covid 19,Neutral,,
3IZPORCT1E8D7J48R36O6P5XUFWRHI,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,3Z3ZLGNNSIT0OUG3P5XOMPP45CUQ37,A3SD02HCW68EUL,Submitted,Tue Feb 25 16:27:44 PST 2020,Tue Feb 25 16:27:56 PST 2020,Thu Feb 27 16:27:56 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),A religious group in South Korea has been identified as a coronavirus hotbed officials say amid a sharp rise in confirmed cases in the country  The infections among members of the Shincheonji Church of Jesus the Temple of the Tabernacle of the Testimony  Shincheonji  are linked to one woman  The sect in the city of Daegu accounts for 30 of 53 new cases with officials warning of an unprecedented crisis  South Korea also confirmed its first death from the virus named Covid 19,Conservative,,
3EKTG13IZT2OWZA6DGP5CI4U596MLW,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,31QNSG6A5RSCJ9HU5NJEDFGKG8S78G,ABL3H3O3BI8ZD,Submitted,Tue Feb 25 16:04:45 PST 2020,Tue Feb 25 16:04:51 PST 2020,Thu Feb 27 16:04:51 PST 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),The bodies of seven climbers who went missing in the Himalayas within India last month have been recovered  officials said,Neutral,,
3EKTG13IZT2OWZA6DGP5CI4U596MLW,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,36NEMU28XFC6UDKZ7W19ADGWT4PWMU,A2XK59FYAFO9EX,Submitted,Tue Feb 25 16:03:38 PST 2020,Tue Feb 25 16:03:45 PST 2020,Thu Feb 27 16:03:45 PST 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),The bodies of seven climbers who went missing in the Himalayas within India last month have been recovered  officials said,Conservative,,
3EKTG13IZT2OWZA6DGP5CI4U596MLW,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,3CN4LGXD5XNUFSQTGTJ19GKCIL64Y8,A3JLE2LJ5I17E2,Submitted,Tue Feb 25 16:14:36 PST 2020,Tue Feb 25 16:14:40 PST 2020,Thu Feb 27 16:14:40 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),The bodies of seven climbers who went missing in the Himalayas within India last month have been recovered  officials said,Liberal,,
3EKTG13IZT2OWZA6DGP5CI4U596MLW,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,3I7DHKZYGNZ6BKDYP8ANPNJAC6A5FG,A2IE6Q8CK169A,Submitted,Tue Feb 25 16:06:26 PST 2020,Tue Feb 25 16:06:35 PST 2020,Thu Feb 27 16:06:35 PST 2020,,,,9,0% (0/0),0% (0/0),0% (0/0),The bodies of seven climbers who went missing in the Himalayas within India last month have been recovered  officials said,Neutral,,
3EKTG13IZT2OWZA6DGP5CI4U596MLW,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,3LYA37P8IQMJGMMLRTSX8MB7UYEKBZ,A3LE1BIVORW3VR,Submitted,Tue Feb 25 16:16:22 PST 2020,Tue Feb 25 17:02:58 PST 2020,Thu Feb 27 17:02:58 PST 2020,,,,2796,0% (0/0),0% (0/0),0% (0/0),The bodies of seven climbers who went missing in the Himalayas within India last month have been recovered  officials said,Neutral,,
3P0I4CQYVX6S7W7HUABKDXAFYGPOW6,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,31Q0U3WYDPEU89X962AZY5TC22O17S,A3JLE2LJ5I17E2,Submitted,Tue Feb 25 16:20:35 PST 2020,Tue Feb 25 16:20:39 PST 2020,Thu Feb 27 16:20:39 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),A second firefighter was found dead in a powerful arson blaze that ripped through a California library officials said overnight  The fire    allegedly started by two 13 year old boys    erupted Tuesday at the city library in Porterville about 80 miles southeast of Fresno authorities said The fire caused the ceiling to collapse into the building officials said,Neutral,,
3P0I4CQYVX6S7W7HUABKDXAFYGPOW6,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,34X6J5FLPTXB98ISSQPB2W6T19DJQ9,ABL3H3O3BI8ZD,Submitted,Tue Feb 25 16:01:44 PST 2020,Tue Feb 25 16:01:47 PST 2020,Thu Feb 27 16:01:47 PST 2020,,,,3,0% (0/0),0% (0/0),0% (0/0),A second firefighter was found dead in a powerful arson blaze that ripped through a California library officials said overnight  The fire    allegedly started by two 13 year old boys    erupted Tuesday at the city library in Porterville about 80 miles southeast of Fresno authorities said The fire caused the ceiling to collapse into the building officials said,Conservative,,
3P0I4CQYVX6S7W7HUABKDXAFYGPOW6,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,3VELCLL3GKI7N2CFOL8BMX6T0Q7F1A,AKYB1OF86LOZV,Submitted,Tue Feb 25 16:23:40 PST 2020,Tue Feb 25 16:23:44 PST 2020,Thu Feb 27 16:23:44 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),A second firefighter was found dead in a powerful arson blaze that ripped through a California library officials said overnight  The fire    allegedly started by two 13 year old boys    erupted Tuesday at the city library in Porterville about 80 miles southeast of Fresno authorities said The fire caused the ceiling to collapse into the building officials said,Liberal,,
3P0I4CQYVX6S7W7HUABKDXAFYGPOW6,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,3WI0P0II61RYINX0V9S04OLLSBQRDC,AUA2P8CCPR5GS,Submitted,Tue Feb 25 18:07:31 PST 2020,Tue Feb 25 18:07:36 PST 2020,Thu Feb 27 18:07:36 PST 2020,,,,5,0% (0/0),0% (0/0),0% (0/0),A second firefighter was found dead in a powerful arson blaze that ripped through a California library officials said overnight  The fire    allegedly started by two 13 year old boys    erupted Tuesday at the city library in Porterville about 80 miles southeast of Fresno authorities said The fire caused the ceiling to collapse into the building officials said,Liberal,,
3P0I4CQYVX6S7W7HUABKDXAFYGPOW6,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,3WT783CTPBG1XOAXZGBZK3YZPP5CBE,A317G7X02QTEM0,Submitted,Tue Feb 25 16:15:50 PST 2020,Tue Feb 25 16:15:53 PST 2020,Thu Feb 27 16:15:53 PST 2020,,,,3,0% (0/0),0% (0/0),0% (0/0),A second firefighter was found dead in a powerful arson blaze that ripped through a California library officials said overnight  The fire    allegedly started by two 13 year old boys    erupted Tuesday at the city library in Porterville about 80 miles southeast of Fresno authorities said The fire caused the ceiling to collapse into the building officials said,Neutral,,
3XUY87HIVOD82HSRDSQKCVJJ5EWMMY,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,3A9AA95ATWLI2X2S3B6S1HXEECXP53,A3JLE2LJ5I17E2,Submitted,Tue Feb 25 16:12:49 PST 2020,Tue Feb 25 16:12:53 PST 2020,Thu Feb 27 16:12:53 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),The boy  thought to be 18 months old  was freed by firefighter after more than an hours in the hot car in Saffron Walden  Essex,Neutral,,
3XUY87HIVOD82HSRDSQKCVJJ5EWMMY,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,3AWETUDC92ROSPZDX4NOHO3XTXBIZS,A317G7X02QTEM0,Submitted,Tue Feb 25 16:19:10 PST 2020,Tue Feb 25 16:19:13 PST 2020,Thu Feb 27 16:19:13 PST 2020,,,,3,0% (0/0),0% (0/0),0% (0/0),The boy  thought to be 18 months old  was freed by firefighter after more than an hours in the hot car in Saffron Walden  Essex,Neutral,,
3XUY87HIVOD82HSRDSQKCVJJ5EWMMY,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,3M68NM076H6ZXEILLMKMYIBTBPW6RS,ABL3H3O3BI8ZD,Submitted,Tue Feb 25 16:03:38 PST 2020,Tue Feb 25 16:03:45 PST 2020,Thu Feb 27 16:03:45 PST 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),The boy  thought to be 18 months old  was freed by firefighter after more than an hours in the hot car in Saffron Walden  Essex,Liberal,,
3XUY87HIVOD82HSRDSQKCVJJ5EWMMY,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,3P59JYT76LJOVSCC29DE8KVZJ5T2TM,A3SD02HCW68EUL,Submitted,Tue Feb 25 16:24:42 PST 2020,Tue Feb 25 16:24:51 PST 2020,Thu Feb 27 16:24:51 PST 2020,,,,9,0% (0/0),0% (0/0),0% (0/0),The boy  thought to be 18 months old  was freed by firefighter after more than an hours in the hot car in Saffron Walden  Essex,Liberal,,
3XUY87HIVOD82HSRDSQKCVJJ5EWMMY,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:30 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:30 PST 2020,,,3R9WASFE2ZF4IYXNWWH3ERQ5D5HFZW,A3T9WZOUQGE2UW,Submitted,Tue Feb 25 15:59:17 PST 2020,Tue Feb 25 16:13:26 PST 2020,Thu Feb 27 16:13:26 PST 2020,,,,849,0% (0/0),0% (0/0),0% (0/0),The boy  thought to be 18 months old  was freed by firefighter after more than an hours in the hot car in Saffron Walden  Essex,Neutral,,
3D5G8J4N593V5ZCK0HSNL5XOQF4TVN,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,317HQ483I7RUB0LUUGCUM1WOJJ1IN9,ACKOH9YZA7YK4,Submitted,Tue Feb 25 15:59:11 PST 2020,Tue Feb 25 16:00:50 PST 2020,Thu Feb 27 16:00:50 PST 2020,,,,99,0% (0/0),0% (0/0),0% (0/0),A sit in at Syracuse University entered its fourth day on Thursday as dozens of students from the activist group #NotAgainSU continued to lash out at the universitys faculty over what they say are hate crimes continuing on campus According to the schools Department of Public Safety eight bias incidents have been investigated since early December  In a recent case two African American students reported racial slurs shouted toward them as they walked to class earlier this month Swastikas drawn with graffiti were also found inside the school library and a popular campus restroom  The FBI launched an investigation into campus racism homophobia and anti Semitic graffiti in November after several similar incidents were reported But students say their investigation didnt lead to any changes,Conservative,,
3D5G8J4N593V5ZCK0HSNL5XOQF4TVN,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:35 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:35 PST 2020,,,3MMN5BL1WZ393FIBXCQ75G5ZVBUM3D,ABL3H3O3BI8ZD,Submitted,Tue Feb 25 16:01:51 PST 2020,Tue Feb 25 16:01:54 PST 2020,Thu Feb 27 16:01:54 PST 2020,,,,3,0% (0/0),0% (0/0),0% (0/0),A sit in at Syracuse University entered its fourth day on Thursday as dozens of students from the activist group #NotAgainSU continued to lash out at the universitys faculty over what they say are hate crimes continuing on campus According to the schools Department of Public Safety eight bias incidents have been investigated since early December  In a recent case two African American students reported racial slurs shouted toward them as they walked to class earlier this month Swastikas drawn with graffiti were also found inside the school library and a popular campus restroom  The FBI launched an investigation into campus racism homophobia and anti Semitic graffiti in November after several similar incidents were reported But students say their investigation didnt lead to any changes,Conservative,,
