source,author,headline,summary,URL,publication date
CNN,"Kylie Atwood, Zachery Cohen and Kaitlan Collins",Top NSC official reassigned as White House rejects rumors she wrote 'Anonymous',"Deputy national security adviser Victoria Coates is leaving the National Security Council and going to the Energy Department, according to a statement released by the council on Thursday.  The reassignment comes as rumors have been circulating that Coates was the anonymous administration official who wrote an op-ed in The New York Times in 2018 and published a book last November titled: ""A Warning"" by Anonymous. A senior administration official rejected those rumors Thursday and said that Coates' move has been in the works for some time. ""The White House leadership rejects rumors that have circulated recently and does not put any stock in the suggestion that Victoria Coates is the author of Anonymous: A Warning or the related Op-Ed in the New York Times,"" the senior official said. ",https://www.cnn.com/2020/02/20/politics/victoria-coates-nsc-reassigned-anonymous/index.html,2/20/2020
CNN,Daniela Sirtori-Cortina,Mysterious '1' notification spooks Samsung Galaxy owners,"A strange message with a ""1"" stacked on top of another ""1"" mysteriously popped up on Samsung Galaxy devices this week. It was all cleared up, but not before causing some confusion.  Smartphone owners reported on a Samsung help board Wednesday that they'd gotten the ""1"" notification from their Find My Mobile app, which helps users track their phone's location. Customers reported that the message disappeared when tapped.  The South Korean tech company said later that the message went out by mistake and that it wasn't harmful. ",https://www.cnn.com/2020/02/20/tech/samsung-galaxy-notification-trnd/index.html,2/20/2020
CNN,Madeline Holcombe and Sarah Moon,"An ex-boyfriend was charged with killing Amie Harwick by throwing her over a balcony, DA says","An ex-boyfriend of Amie Harwick was charged Wednesday with killing the former sex therapist in her Hollywood Hills apartment by throwing her over a balcony, officials said. 
Gareth Pursehouse, 41, was charged with one count of murder and one count of first-degree residential burglary, according to a press release from the Los Angeles County District Attorney's Office. The special circumstance allegation of lying in wait means he is eligible for the death penalty.  It is unclear if he has an attorney.  Harwick, the 38-year-old who was previously engaged to comedian Drew Carey, was found unresponsive beneath a third-story balcony in her home with injuries consistent with a fall early Saturday, according to a statement from the LAPD. She was transported to a local hospital where she died.",https://www.cnn.com/2020/02/20/us/amie-harwick-murder-ex-boyfriend-arrested/index.html,2/20/2020
CNN,Meg Wagner and Mike Hayes,Roger Stone sentenced to 40 months in prison,"Roger Stone, a longtime showman, political strategist and friend of President Donald Trump's, was sentenced Thursday to 40 months in prison. Stone was convicted last fall of lying to Congress and threatening a witness regarding his efforts for Trump's 2016 campaign. The sentencing is the culmination of an intense week that provoked Twitter fury from Trump and a reckoning within the Justice Department, leading a prosecutor to declare Thursday: ""This prosecution is righteous."" It's also the near-end of a case that's had several shocking moments that exposed Trump's interest in WikiLeaks during the campaign.  Judge Amy Berman Jackson spent much of the hearing criticizing Stone's actions and also defended the Justice Department prosecutors at the center of last week's drama. 
""At his core, Mr. Stone is an insecure person who craves and recklessly pursues attention,"" she said before issuing her sentence, which also includes 2 years of probation.
Without mentioning Trump's name, Jackson said claims Stone was being singled out for his politics were wrong.Stone was not prosecuted ""for standing up for the President,"" she said. ""He was prosecuted for covering up for the President.""",https://www.cnn.com/2020/02/20/politics/roger-stone-sentencing-hearing/index.html,2/20/2020
CNN,"Ban Westcott, Adam Renton and Amy Woodyatt",Two Japan cruise ship passengers die from coronavirus,"Coronavirus could cost international airlines billions The International Air Transport Association (IATA) the total global lost revenue for airlines could be $29.3 billion due to coronavirus. IATA announced that its initial assessment of the impact of the novel coronavirus 2019 outbreak — also known as COVID-19 — shows a potential 13% full-year loss of passenger demand for carriers in the Asia-Pacific region. “The sharp downturn in demand as a result of COVID-19 will have a financial impact on airlines — severe for those particularly exposed to the China market,” said Alexandre de Juniac, IATA’s director general and CEO.",https://www.cnn.com/asia/live-news/coronavirus-outbreak-02-20-20-intl-hnk/index.html,2/20/2020
CNN,Dan Merica,What drives Amy Klobuchar's disdain for Pete Buttigieg,"Minnesota Sen. Amy Klobuchar first publicly vented her chief frustration with Pete Buttigieg nine months ago in a parking lot in Cresco, Iowa. He is benefiting from male privilege and wouldn't be treated the same if he were a woman, she said.  ""Could we be running with less experience,"" Klobuchar asked rhetorically of women in an interview. ""I don't think so. I don't think people would take us seriously."" The then-South Bend, Indiana, mayor had barely risen to national attention at that point in the Democratic primary fight, but that sentiment -- that Buttigieg had not paid his dues and would be dismissed if he were a woman -- has gnawed at the Minnesota senator ever since. And it has only grown as Buttigieg has outflanked her for the moderate lane in the primary, rising to a top finish in Iowa and a strong second place finish in New Hampshire.",https://www.cnn.com/2020/02/20/politics/pete-buttigieg-amy-klobuchar-debate/index.html,2/20/2020
Daily Mail,Ben Ashford,Judge Throws Book At Trump,Roger Stone gets THREE YEARS and four months but will not go straight to prison while he asks for a retrial - as federal judge rejects prosecutors' demand for nine years but savages Donald Trump for interfering and says Stone 'covered up for the president',https://www.dailymail.co.uk/news/article-8025217/Roger-Stone-sentenced-three-years-judge-rebukes-Donald-Trump-tweeted-spoke.html,2/20/2020
Daily Mail,Martin Gould,"Ilhan Omar DID marry her brother and said she would 'do what she had to do to get him ""papers"" to keep him in U.S.', reveals Somali community leader","Squad' congresswoman Ilhan Omar told friends years ago that the man who went on to become her second husband was in fact her brother, DailyMail.com can confirm.  And now for the first time one of those friends has come forward to reveal exactly how Omar and Ahmed Elmi scandalized the Somali community in Minneapolis.  Abdihakim Osman is the first person to go on record to speak of how Omar said she wanted to get her brother papers so he could stay in the United States, at a time when she was married to her first husband Ahmed Hirsi.
But hardly anyone realized that meant marrying him.",https://www.dailymail.co.uk/news/article-8013283/Ilhan-Omar-DID-marry-brother-reveals-Somali-community-leader.html,2/20/2020
Daily Mail,Leah Simpson,Flywheel STOPS all virtual classes,"Flywheel STOPS all virtual classes, giving customers a month to trade in their soon-to-be-useless $2,000 bikes for Peloton models, after admitting it copied its rival",https://www.dailymail.co.uk/news/article-8024883/Flywheel-stops-virtual-classes-giving-customers-month-trade-bikes-Peloton.html,2/20/2020
Daily Mail,Stephen Matthews and Connor Boyd,Two passengers die and another THIRTEEN cases of the killer coronavirus are diagnosed onboard the Diamond Princess as experts warn the cruise is virus-riddled and MORE cases will emerge,"The Diamond Princess quarantine was 'a joke', says British honeymooner who blames the CREW for spreading virus to 600 people",,2/20/2020
Daily Mail,Jennifer Smith,Victoria Secret is SOLD to private equity firm for $525million after its 'sexist' history and Epstein-linked boss Les Wexner tarnished lingerie brand's image,"L. Brands is selling Victoria's Secret in a $525million deal to a private equity firm after being plagued by scandal and claims of sexism. CEO Les Wexner will step down as part of the deal, after becoming tangled in public outrage over the brand's 'sexist' image and his links to Jeffrey Epstein.  Wexner, 82, has been at the helm of the lingerie giant for 57 years.",https://www.dailymail.co.uk/news/article-8025171/Les-Wexner-gives-controlling-stake-troubled-Victorias-Secret-sold.html,2/20/2020
Daily Mail,James Mills,"Google Cloud manager is arrested after his Microsoft employee wife, 41, is found dead hours after she went missing from a beach club during their Hawaii vacation","A Google Cloud manager has been arrested on suspicion of murdering his wife during a vacation in Hawaii with their children after a body was found on a beach. Harvard-educated Sonam Saxena, 43, reported his wife Smriti missing on Tuesday claiming the 41-year-old mother-of-two had vanished during a late night stroll on a secluded beach south of Anaehoomalu Bay, in South Kohala.  The couple, from Bellevue, Washington, were on vacation with their two daughters aged 13 and eight to celebrate their eldest child's birthday - a trip they take every year.",https://www.dailymail.co.uk/news/article-8025195/Body-hunt-missing-mother-41-seen-Hawaii-beach-club.html,2/20/2020
Daily Mail,Snejana Farberov,Elementary school teacher is accused of kicking six-year-old special-needs student leaving him with bruises after the boy refused to finish his applesauce during lunch,"A veteran elementary teacher from Florida has been arrested for allegedly kicking a six-year-old student with special needs during a lunchtime incident, leaving the child with bruises on his body. Holly Eicher, 62, has been charged with child abuse without great bodily harm stemming from her confrontation with a student at Spirit Elementary School in Deltona on Valentine's Day.  According to a charging affidavit, cited by The Daytona Beach News-Journal, the boy's parents contacted Volusia County Sheriff's Officer after noticing 'slight bruises and abrasions' on their son's shoulders while giving him a bath on Friday evening",https://www.dailymail.co.uk/news/article-8025521/Teacher-accused-kicking-six-year-old-special-needs-student-hard-left-bruises.html,2/20/2020
Daily Mail,Stacy Liberatore,"NASA image reveals remains of an ancient lake that stretched 150,000 square miles across the Sahara 7,000 years ago - and it would have been the world's largest today","NASA shared an eerie image of what was once a lake larger than the Caspian Sea in central Africa.  Called Mega Chad, this massive body of water stretched 150,000 square miles across the Sahara and would have been the largest on Earth today.  Modern Lake Chad is just a fraction of its former size and sits inside the ancient body of water’s shoreline that is still etched into the desert landscape.  The image highlights the dark lower-elevations of the area, along with sand spits and beach ridges that formed along Lake Mega Chad’s northeastern shores.",https://www.dailymail.co.uk/sciencetech/article-8025979/NASA-image-reveals-remains-ancient-lake-stretched-Sahara-7-000-years-ago.html,2/20/2020
Daily Mail,Marlene Lenthang,Florida woman who 'claimed to be a member of the Carnival Mafia' denies organizing the murders of craft stall vendors and burying them in forest,"A Florida woman has pleaded not guilty to organizing the killing of a Kansas couple working as vendors at a carnival as a part of a fictitious 'carnival mafia' initiation.  Kimberly Younger, of McIntosh, is accused of leading a plot that killed Alfred and Pauline Carpenter, of Wichita, Kansas at the Barton County Fair in Great Bend in July 2018.  Younger and four other accomplices have been charged the case. The suspects allegedly killed the couple, then drove their bodies to Arkansas and buried them in a shallow grave in a national forest near Van Buren. On Wednesday Younger appeared in Barton County District Court where she pleaded not guilty to a slew of charges including capital murder. ",https://www.dailymail.co.uk/news/article-8022483/Woman-pleads-not-guilty-deaths-Kansas-carnival-workers.html,2/20/2020
Daily Mail,Ryan Parry,USS Nimitz captain reveals Navy pilots DO have to watch out for UFOs after one of the carrier's planes captured secret unreleased video of 2004 encounters with a 'Tic Tac-shaped' mystery aircraft,"The commanding officer of the US Navy supercarrier, the USS Nimitz, has revealed his crew has an 'obligation' to make sure the airspace is clear of UFOs.  In an exclusive interview with DailyMail.com, Captain Max Clark said it's important his ship and everybody on it is kept safe from Unidentified Aerial Phenomenon (UAP) - the term for UFOs used by the Navy. This comes just weeks after the Office of Naval Intelligence revealed the existence of a classified, unreleased video relating to the Nimitz carrier group's 2004 encounters with a 'Tic Tac'-shaped UFO. The existence of the video was revealed in a response to a Freedom of Information Act request made by researcher Christian Lambright, and published by Lambright's friend Paul Dean.",https://www.dailymail.co.uk/news/article-8013327/USS-Nimitz-captain-says-crew-obligation-ensure-airspace-clear-UFOs.html,2/20/2020
Fox News,Brooke Singman and Bill Mears,"Stome Sunk.  Roger Stone sentenced to 3 years for lying, witness tampering as case roils DOJ","GOP operative Roger Stone was sentenced to more than three years in prison on Thursday after days of drama ensnaring career prosecutors, the attorney general and the president over how severe Stone's punishment should be for making false statements to investigators during the Trump-Russia probe. U.S. District Court Judge Amy Berman Jackson, while taking a firm stance toward Stone in the courtroom, also said the up to nine years originally sought by federal prosecutors was excessive. Her sentence of 40 months in prison was considerably less than that -- yet far more than the probation sought by his defense and certainly tough enough to keep speculation alive about a possible pardon from President Trump. Trump later said at an event in Las Vegas that he wants to see the process play out because he has a “very good chance of exoneration,” suggesting he would wait on a possible pardon decision until all Stone's legal options are exhausted. The president backed Stone as he seeks a new trial, calling the jury in the original trial ""tainted"" and saying he'll eventually make a ""determination.""",https://www.foxnews.com/politics/roger-stone-sentencing,2/20/2020
Fox News,Brian Flood,New York Times slammed for Taliban leader op-ed: 'Feels like a leaflet flyover',"The New York Times is being criticized by many, including its own Afghanistan correspondent, after publishing an opinion piece Thursday by the deputy leader of the Taliban, who is wanted by the U.S. government.  The opinion piece, headlined ""What We, the Taliban, Want,"" was written by Sirajuddin Haqqani as the Trump administration is hoping to reach a peace deal with the Taliban that would end America's longest war and begin the withdrawal of troops from Afghanistan.  The Taliban said Monday a deal could be signed by the end of February.",https://www.foxnews.com/media/ny-times-taliban-leader,2/20/2020
Fox News,Chris Irvine,Women who died inside Mercedes that rolled off Florida ferry were found embracing: report,"Two women who died inside a submerged Mercedes-Benz that rolled off a Florida ferry Tuesday were found embracing in the back seat of the car, according to a report. Emma Afra, 63, who lived in Miami Beach, was identified as the driver, and 75-year-old Viviane Brahms of Harrison, N.Y., as the passenger, Miami-Dade police said Wednesday. Crews from the U.S. Coast Guard and Miami-Dade Fire and Rescue responded to calls of a submerged vehicle in the area of Government Cut, a shipping channel between Miami Beach and Fisher Island, an exclusive island community, around 5 p.m. Tuesday, the agencies said.",https://www.foxnews.com/us/women-mercedes-submerged-florida-ferry-embrace,2/20/2020
Fox News,Sam Dorman,"Matt Gaetz clashes with Joy Behar, asks if she's mourning death of political left as 'Venezuela wing' takes over","Rep. Matt Gaetz, R-Fla., came out swinging on ""The View"" Thursday, asking co-host Joy Behar if she was wearing black to mourn the death of the Democratic Party after Wednesday's debate.  ""I was just wondering if you were wearing black as a consequence of, like, the death of the political left in the debate last night,"" he said. Behar responded by telling him not to ""count the dead yet.""  Earlier in the show, Behar predicted that former Vice President Joe Biden would be the Democratic nominee after what she called a failed performance by former New York City Mayor MIchael Bloomberg. Gaetz disagreed, arguing that he should be able to count Biden, at least, out of the race. ""What states is he going to win?"" Gaetz asked. He added that the whole ""premise of the Biden campaign"" was his electability, but he's failed to win in both Iowa and New Hampshire.",https://www.foxnews.com/media/matt-gaetz-behar-socialist-dems,2/20/2020
Fox News,Joshua Nelson,Christ Stirewalt: Dem debate was like ‘reality television’ that failed to stop Sanders,"Fox News Politics Editor Chris Stirewalt said on Thursday that last night’s 2020 Democratic presidential debate in Las Vegas was similar to a reality television show that failed to take down frontrunner Sen. Bernie Sanders. “It was like reality television. It was a sordid, ugly affair in which there were vendettas, personal attacks and insults. It was a real garbage situation,” Stirewalt told “America’s Newsroom.” “Nothing happened on that stage that slowed Bernie Sanders,” Stirewalt said.  Stirewalt said that Democrats need to unite behind one person to block Sanders, I-Vt., from winning the nomination.",https://www.foxnews.com/media/christ-stirewalt-dem-debate-was-like-reality-television-that-failed-to-stop-sanders,2/20/2020
Fox News,Matt London,Fox News' Martha MacCallum reveals family connection to Iwo Jima on 75th anniversary of battle,"Among the American troops landing on the black sand beaches of Iwo Jima was Harry Gray from Arlington, Mass. He was 18 years old when he boarded the USS Rochambeau bound for the island and, like nearly 7,000 fellow Marines, he would never again return home. Gray was the son of Harry Sr. and Anne Gray, and cousin to Elizabeth Jane Bowes, who is Fox News anchor Martha MacCallum's mother.",https://www.foxnews.com/media/martha-maccallum-unknown-valor-iwo-jima,2/20/2020
Fox News,Christopher Carbone,"Majestic leopard seen ‘posing’ for camera on city streets, pictures reveal","A majestic leopard was captured by a photographer as it seemed to pose for the camera on a city street in India. Nayan Khanolkar, a 45-year-old naturalist and wildlife photographer from Mumbai, photographed the creature with the city's lights as a glowing backdrop. ""Usually, they avoid interactions with humans and move silently at night when human activity decreases,"" Khanolkar explained to SWNS. “But it is not uncommon to see a big cat on the roads of Aarey between dusk and dawn.We have been following this particular leopardess for quite some time now – right from when she herself was a cub moving with her mother to this date, when she has become a mother of two cubs.""",https://www.foxnews.com/science/majestic-leopard-posing-camera-on-city-streets,2/20/2020
Fox News,Madeline Farber,Texas mom loses both feet after high-risk pregnancy complication leads to sepsis,"A Texas mother is speaking out after she lost both of her feet and part of her left hand to sepsis after suffering a serious pregnancy complication.  Callie Colwick, 30, of McKinney, found out she and her husband, Kevin, 30, were expecting their second child in November 2016. But at 15 weeks, Callie began experiencing heavy bleeding — what she would later learn was a sign of the high-risk pregnancy complication placenta accreta, which “occurs when the placenta grows too deeply into the uterine wall,” as per the Mayo Clinic.",https://www.foxnews.com/health/texas-mom-loses-both-feet-after-high-risk-pregnancy-complication-leads-to-sepsis,2/20/2020
Fox News,Danielle Wallace,BYU new honor code leaves out 'homosexual behavior' section,"Brigham Young University – a private Mormon college in Provo, Utah – updated its honor code Wednesday, omitting a previous section on “homosexual behavior.”  The school, owned by the Church of Jesus Christ of Latter-day Saints, said its new honor code still requires students to commit personally to “abstaining from any sexual relations outside a marriage between a man and a woman.”",https://www.foxnews.com/us/byu-honor-code-homosexual-behavior-mormon,2/20/2020
Fox News,Nick Givas,"Paratroopers deployed to Middle East after Baghdad attack have returned home, officials say","The U.S. Army’s famed 82nd Airborne Division said 800 paratroopers have returned home to Fort Bragg, N.C., on Thursday after a hasty deployment to the Middle East following the attack on the U.S. Embassy in Baghdad last year. The announcement came on the same day the State Department slapped new sanctions on Iran ahead of parliamentary elections on Friday. Roughly 80,000 U.S. troops remain in the Middle East, including aboard warships stationed at sea.",https://www.foxnews.com/us/paratroopers-deployed-middle-east-after-us-embassy-baghdad-attack-return-home,2/20/2020
Independent,Chris Riotta and Joe Sommerlad,Trump news - live: President rebuked by judge for 'totally inappropriate' tweets as Roger Stone met with ‘Lock Him Up’ chants following sentencing,"Donald Trump was called out for his “totally inappropriate” tweets by the judge presiding over Roger Stone’s trial as she handed down a 40-month sentence for the president’s longtime friend, saying his crimes should cause universal “dismay and disgust”.  The president has meanwhile been live-tweeting attacks towards his Democratic 2020 rivals after the latest debates, as well as deriding them on the campaign trail in at an Arizona rally where he also called the FBI “dishonest scum” and complained that Conan, the US military’s war hero dog, “got more publicity” than him over the killing of Isis leader Abu Bakr al-Baghdadi.  Mr Trump’s rally coincided with the latest primary debate in Las Vegas, Nevada, where Michael Bloomberg was attacked from all sides, with Elizabeth Warren characterising him as a “a billionaire who calls women fat broads and horse-faced lesbians”.",https://www.independent.co.uk/news/world/americas/us-politics/trump-news-today-live-twitter-roger-stone-verdict-rally-colorado-springs-chants-a9348451.html,2/20/2020
Independent,Andrew Buncombe,Democratic debate: Bloomberg becomes punchbag as rivals fight to keep campaigns alive,"Mike Bloomberg has been angrily denounced as an arrogant and sexist billionaire – a wealthier version of Donald Trump – as Democrats turned on each other in their most contentious debate yet.  The former New York mayor, who has soared in the polls after spending up to $400m on political advertising, must have known he was going to come under fire in his first appearance in one of the party’s primary debates.  But the pumelling he received from his rivals in the first fifteen minutes on stage at Las Vegas’ Paris Theatre, felt like something more commonly seen in one of the boxing heavyweight prize fights frequently hosted at the nearby Caesar’s Palace.",https://www.independent.co.uk/news/world/americas/us-election/democratic-debate-summary-highlights-warren-sanders-bloomberg-buttigieg-biden-a9345541.html,2/20/2020
Independent,Alex Woodward,Animal charity slams group for gluing MAGA hats on pigeons in debate 'protest',"The demonstration follows sightings of pigeons wearing tiny red cowboy hats in the area in December, one of which died, likely from inhaling glue fumes.  Animal rights groups have condemned a 'protest' group that glued miniature red ""Make America Great Again"" caps to a flock of pigeons and released them above Las Vegas ahead of the democratic debate in Nevada. One pigeon among them wore a blonde combover wig, the Donald Trump among his red-topped supporters.",https://www.independent.co.uk/news/world/americas/maga-hat-pigeon-trump-rally-wig-glue-a9348496.html,2/20/2020
Independent,Vincent Wood,London mosque stabbing: Man arrested after attacking worshipper while he prays ,"A man has been arrested after stabbing a worshipper in the shoulder during late afternoon prayers at the London Central Mosque in Regents Park, police have confirmed.  Officers were called to the holy building in central London at 3:10pm to find the mosque's Muazzin - the person designated to lead and recite the call to prayer - had been stabbed.  The man, who is in his 70s, has since been taken to a major trauma centre where he is recovering from non life-threatening injuries.",https://www.independent.co.uk/news/uk/crime/london-mosque-stabbing-regents-park-attack-today-latest-a9347421.html,2/20/2020
Independent,Alex Woodward,Trump gushes over disgraced TV presenter fired for comments about threesome with female co-star,"Donald Trump praised a former hockey star and disgraced NBC contributor who was fired from his role after appearing on a podcast and discussing having a threesome with his co-worker.  At a rally in Phoenix, Arizona, the president called Jeremy Roenick a ""friend"" who will ""beat you physically"" in golf. Mr Roenick was attending the rally.  ""He doesn't care"", he said. ""He was the toughest hockey player. He was one of those guys who could beat you one way, and if he couldn't, he'd just beat them up.""",https://www.independent.co.uk/news/world/americas/us-politics/trump-rally-jeremy-roenick-threesome-nbc-hockey-kathryn-tappen-podcast-a9348311.html,2/20/2020
Independent,Samuel Lovett,Coronavirus news – live: ‘Super-spreading event’ sparks panic as entire city told to stay at home after quarantine declared across Daegu,"The mayor of Daegu, South Korea’s fourth largest city, has urged its 2.5 million population to refrain from going outside amid a spike in coronavirus cases within the region.  Kwon Young-jin said the city was facing “an unprecedented crisis”, with 49 reported patients traced to an infected individual who had attended a local church. But the World Health Organisation director general insisted the number of South Korean cases is “really manageable”, adding he hopes officials can contain the outbreak at an “early age”.",https://www.independent.co.uk/news/world/asia/coronavirus-news-live-china-uk-symptoms-wuhan-iran-virus-latest-today-a9345601.html,2/20/2020
Independent,Louise Hall,Trump’s spiritual guide urges congregation to neglect bills in favour of church donations,"Controversial pastor Paula White is now an official employee of the Trump's administration but has served as his unofficial advisor since 2016.  Donald Trump’s pastor is telling Florida worshippers to prioritise giving money to her church over paying their own mortgages.  Paula White, the controversial televangelist who serves as Mr Trump’s spiritual guide, warned thousands of congregants in Miami to put God before their own financial needs.  During the sermon she urged attendees of the mass to pay their monthly donation, or tithe, to the church before they had payed other necessary personal expenses such as electricity or their mortgage.",https://www.independent.co.uk/news/world/americas/us-politics/trump-church-paula-white-miami-usa-florida-a9347686.html,2/20/2020
Independent,Danielle Zoellner,"Women seeking abortion need an ultrasound first, new bill states ","Utah women seeking an abortion would have to undergo an ultrasound and listen to the fetal heartbeat first, a new Republican bill requires. 
The bill was introduced on Wednesday to the state legislature by freshman representative Steve Christiansen.   Under the law, physicians would be required to ""describe the images produced by the ultrasound"" to the pregnant woman and locate the fetal heartbeat ""if possible"", according to HB364. The bill also stipulates the physician is not required to prevent the pregnant woman from ""averting her eyes"" from the ultrasound images or lowering the volume of the heartbeat.  Following the ultrasound, the physician is then required to fill out a form, to be created by the Utah Department of Health, that would state the pregnant woman fulfilled her requirements for the abortion. ",https://www.independent.co.uk/news/world/americas/us-politics/abortions-republican-bill-change-abortion-ultrasound-a9348091.html,2/20/2020
Independent,Graig Grazios,US military truck caught on camera ramming Russian jeep off the road in Syria,"A video circulating on Twitter shows US military forces in Syria running a Russian military vehicle off the road.  The footage appears to be from inside of a civilian vehicle. The driver is riding alongside a convoy of military vehicles primarily flying Russian flags. At the head of the line are a pair of American vehicles, an M-ATV mine-resistant vehicle, sometimes called an MRAP, and an MRAP truck. The driver of the civilian vehicle cuts into the convoy line behind the American vehicles, presumably to allow oncoming traffic to pass in the left lane. When the driver pulls back out to continue trying to pass the convoy, the camera reveals what The Drive reports is a Russian 4x4 Tigr truck trying to pass the American vehicles on their right. ",https://www.independent.co.uk/news/world/americas/syria-us-military-vehicle-truck-crash-russia-video-watch-a9347331.html,2/20/2020
Independent,Tom Embury-Dennis,"Germany mass shooting: Gunman was eugenicist, manifesto shows","A suspected gunman who shot dead at least 10 people in a German town was a far-right eugenicist who called in a manifesto for the extermination of various Muslim-majority countries.  The 43-year-old suspect, named in local media only as Tobias R, killed himself and his mother at his home following the overnight attack at two shisha bars in Hanau, a town close to Frankfurt in the western state of Hesse.  Some of the nine victims at the bars were migrants from Turkey, according to officials. Federal prosecutors said they had taken charge of the case because of indications that the attack had a far-right motive.  Turkey’s ambassador to Germany said five of those killed were Turkish citizens.   The attacker had posted a 24-page manifesto online with conspiracy theories and deeply racist views, the public prosecutor general, Peter Frank, said.",https://www.independent.co.uk/news/world/europe/germany-mass-shooting-gunman-eugenicist-deaths-injured-hanau-manifesto-a9347056.html,2/20/2020
Metro US,Srah J Lynch and Jan Wolfe,Trump adviser Stone to be sentenced in case that has roiled Washington," President Donald Trump's long-time adviser Roger Stone is set to be sentenced on Thursday after being convicted on charges including lying to a congressional panel investigating Russian interference in the 2016 U.S. election in a case that has roiled the Justice Department and drawn Trump's ire. U.S. District Judge Amy Berman Jackson is scheduled to sentence Stone, whose career as a Republican operative has stretched from the Watergate scandal era of the early 1970s to Trump's campaign four years ago, at 10 a.m. EST (1500 GMT) in Washington.",https://www.metro.us/news/the-big-stories/trump-adviser-stone-to-be-sentenced-case-has-roiled-washington,2/20/2020
Metro US,Mustafa Abu Ganeyeh,Feels like prison': Palestinian family cut off from West Bank village by Israeli barrier ," Omar Hajajla may have a private gateway to his home in the Israeli-occupied West Bank, but it is hardly a sign of luxury: it runs beneath an Israeli barrier that cuts him and his family off from the rest of their nearby Palestinian village.   Israel began building its West Bank barrier in 2002 at the height of a Palestinian uprising, saying it aimed to stop attacks by bombers and gunmen in its cities.",https://www.metro.us/news/the-big-stories/feels-prison-palestinian-family-cut-west-bank-village-israeli-barrier,2/20/2020
Metro US,Brenda Goh,"China's Lenovo confident of managing virus impact, reports strong third quarter","Lenovo Group <0992.HK>, the world's biggest PC maker, posted a better than expected profit on Thursday and said its global operations would help it tackle short-term headwinds from China's coronavirus outbreak, sending its shares up 7%.  The Chinese company reported an 11% rise in net profit for its third quarter ended December to $258 million thanks to strong demand for its PCs and smart devices, beating an average $223 million estimate of seven analysts, according to Refinitiv data. Revenue rose to a record $14.1 billion.",https://www.metro.us/news/the-big-stories/chinas-lenovo-confident-managing-virus-impact-reports-strong-third-quarter,2/20/2020
Metro US,Anika Ross,German gunman kills nine in shisha bar rampage; extremist motive suspected ,"A suspected right-wing extremist shot dead nine people, some of them migrants from Turkey, in an overnight rampage through a German city before killing himself, officials said.  Chancellor Angela Merkel condemned the attack on two shisha bars in Hanau, near Frankfurt. She told reporters it appeared to have been motivated by the ""poison"" of racism that was to blame for ""too many crimes"", as Turkish officials called on her government to respond robustly.",https://www.metro.us/news/the-big-stories/german-gunman-kills-nine-shisha-bar-rampage-extremist-motive-suspected,2/20/2020
Metro US,Hyonhee Shin and Ryan Woo,Coronavirus fears grip South Korea; China reports drop in new infections,"The streets of South Korea's fourth-largest city were abandoned on Thursday, with residents holed up indoors after dozens of people caught the coronavirus in what the authorities described as a ""super-spreading event"" at a church.  The deserted shopping malls and cinemas of Daegu, a city of 2.5 million people, became one of the most striking images outside China of an outbreak that international authorities are trying to prevent from spreading into a global pandemic.",https://www.metro.us/news/the-big-stories/coronavirus-fears-grip-south-korea-china-reports-drop-new-infections,2/20/2020
Metro US,Tim Reid and Simon Lewis,"After fiery debate attacks on Bloomberg, Democrats scatter on campaign trail","The Democratic presidential contenders begin a frantic dash for votes on Thursday after a fiery debate featuring a volley of attacks on big-spending billionaire Michael Bloomberg, who was making his debut on the national debate stage.  With two days to go before the presidential caucuses in Nevada and contests looming in 14 states on Super Tuesday on March 3, including California, Utah and Colorado, the candidates will scatter across those four states for rallies and get-out-the vote events.",https://www.metro.us/news/the-big-stories/after-fiery-debate-attacks-bloomberg-democrats-scatter-campaign-trail,2/20/2020
Metro US,Becca Glasser-Baker,Breastfeeding cops want lactation rooms in NYPD precincts,"City officials are demanding action after police officers who are breastfeeding filed a class-action lawsuit asking for lactation rooms in NYPD precincts and facilities.   Brooklyn Borough President Eric Adams told ABC, ""Lactation rooms are not amenities. They are necessities.""  ""We believe the New York City Police Department is in violation of the existing law,"" Adams continued. ",https://www.metro.us/news/local-news/new-york/breastfeeding-cops-want-lactation-rooms-nypd-precincts,2/20/2020
Metro US,Becca Glasser-Baker,The minimum wage in Massachusetts is increasing Here’s everything you need to know about the wage increase. ,"Starting this week, Massachusetts will be moving forward with increasing the minimum wage.  The wage increase will begin Wednesday, according to Boston.com. They report the wage increase will benefit 420,600 workers in Massachusetts.   The wage increase is part of the “Grand Bargain” bill, which was passed in 2018. Slowly but surely, state lawmakers will increase the wage from $11 to $15. The goal is to hit the new minimum wage by 2023, but this is only part of the bigger plan. ",https://www.metro.us/news/local-news/boston/minimum-wage-massachusetts-increase,2/20/2020
Metro US,Angela Moore,"In brains of dead athletes, researchers seek clues to head trauma ","Dr. Ann McKee of Boston University studies the brains of deceased football players at the world's largest brain bank, hoping to learn about the long-term impact of repeated head traumas for people ranging from professional athletes to victims of domestic abuse.  ""For the last 12 years, we've really focused on the long-term effects of head trauma, including what we call repetitive head trauma,"" where the impact doesn't cause a concussion, said McKee, chief of neuropathology at VA Boston University and director of the CTE Center of Boston University.",https://www.metro.us/reuters/sports/brains-dead-athletes-researchers-seek-clues-to-head-trauma,2/20/2020
